resume_id,resume_text
resume_167,古建筑工程技术专业，熟悉古建筑修缮、仿古建筑设计、传统工艺，做过古建修复、测绘建档，有文物古建公司实习经历，历史文化素养高
resume_168,园林工程技术专业，熟悉园林施工、植物养护、景观维护，做过园林施工现场管理、绿化养护，有园林公司实习经历，动手能力强，吃苦耐劳
resume_169,市政工程技术专业，熟悉道路、桥梁、管网施工与维护，做过市政施工现场管理、质量检测，有市政公司实习经历，能吃苦耐劳，适应户外作业
resume_170,水利工程专业，熟悉水利勘测、大坝、渠道、防洪工程，做过水利施工、水文监测，有水利部门实习经历，吃苦耐劳，适应野外作业
resume_171,测绘地理信息技术专业，熟悉全站仪、GPS、无人机航测，做过地形测绘、地籍测量、地图制图，有测绘公司实习经历，动手能力强，适应户外作业
resume_172,地质调查与矿产普查专业，熟悉地质填图、矿产勘探、样品采集，做过地质普查、矿产评估，有地质队实习经历，吃苦耐劳，适应野外作业
resume_173,环境工程技术专业，熟悉污水处理、大气治理、环境监测，做过环保工程施工、水质检测，有环保公司实习经历，动手能力强，责任心强
resume_174,生态保护技术专业，熟悉生态修复、植被恢复、野生动植物保护，做过生态监测、保护区规划，有环保机构实习经历，社会责任感强
resume_175,食品检验检测技术专业，熟悉食品理化、微生物、添加剂检测，持有食品检验员证，有食品企业、检测机构实习经历，细心严谨，动手能力强
resume_176,药品生产技术专业，熟悉药品制剂、生产工艺、GMP规范，做过药品生产、质量控制，有药企实习经历，细心严谨，责任心强，规范意识高
resume_177,化妆品经营与管理专业，熟悉化妆品配方、备案、销售、皮肤管理，有化妆品公司、美妆机构实习经历，沟通能力强，服务意识好
resume_178,酿酒技术专业，熟悉白酒/啤酒/葡萄酒酿造工艺、品酒、勾调，有酒厂实习经历，动手能力强，味觉嗅觉灵敏，细心严谨
resume_179,食品营养与健康专业，熟悉营养配餐、膳食指导、健康管理，持有营养师证书，有餐饮、健康管理公司实习经历，沟通能力强，服务意识好
resume_180,畜牧兽医专业，熟悉畜禽养殖、疾病防治、动物检疫，持有执业兽医师证，有养殖场、兽医站实习经历，动手能力强，有爱心责任心
resume_181,水产养殖技术专业，熟悉鱼虾蟹养殖、水质调控、病害防治，做过水产养殖基地技术支持，有水产企业实习经历，吃苦耐劳，动手能力强
resume_182,林业技术专业，熟悉造林、抚育、资源监测、森林防火，做过林业调查、生态修复，有林业局、林场实习经历，适应户外作业，责任心强
resume_183,园林技术专业，熟悉苗木培育、绿化施工、园林养护，做过小区绿化、公园养护项目，有园林公司实习经历，动手能力强，吃苦耐劳
resume_184,现代农业技术专业，熟悉设施农业、无土栽培、智慧农业，做过大棚种植、水肥一体化项目，有农业科技公司实习经历，动手能力强
resume_185,休闲农业经营与管理专业，熟悉采摘园、农家乐、乡村旅游规划，做过休闲农业项目策划、运营，有农业旅游公司实习经历，沟通能力强
resume_186,民族传统技艺专业，熟悉非遗技艺、手工制作、文创开发，做过非遗产品设计、传承推广，有非遗工坊实习经历，动手能力强，文化素养高
resume_187,中西面点工艺专业，熟悉面包、蛋糕、点心、中式面点制作，持有面点师证书，有烘焙店、酒店后厨实习经历，动手能力强，耐心细心
resume_188,烹饪工艺与营养专业，熟悉中式烹调、冷菜、热菜、宴席设计，持有厨师等级证书，有酒店、餐厅后厨实习经历，动手能力强，味觉良好
resume_189,餐饮智能管理专业，熟悉餐厅运营、菜单设计、成本控制，做过餐厅主管助理、前厅管理，有餐饮企业实习经历，服务意识强，管理能力好
resume_190,空中乘务专业，持有民航乘务员资格证，熟悉客舱服务、应急处置、礼仪，有航空公司、机场实习经历，形象气质佳，服务意识强，英语流利
resume_191,民航运输服务专业，熟悉值机、票务、贵宾服务、行李管理，有机场地服、航空公司实习经历，形象气质佳，沟通能力强，服务意识好
resume_192,民航安全技术管理专业，熟悉安检操作、危险品识别、证件查验，持有民航安检员证书，有机场安检实习经历，责任心强，观察力敏锐
resume_193,城市轨道交通运营管理专业，熟悉地铁行车组织、客运服务、票务管理，有地铁公司实习经历，服务意识强，纪律性好，应变能力强
resume_194,智能交通技术专业，熟悉交通信号、监控、ETC、智慧停车，做过交通设备安装调试，有交通科技公司实习经历，动手能力强
resume_195,新能源汽车技术专业，熟悉三电系统、维修保养、故障诊断，做过新能源汽车检修、保养项目，有4S店、新能源车企实习经历，动手能力强
resume_196,汽车检测与维修技术专业，熟悉发动机、底盘、电路、故障诊断，持有汽车维修工证书，有4S店、汽修厂实习经历，动手能力强，吃苦耐劳
resume_197,汽车技术服务与营销专业，熟悉汽车销售、保险理赔、二手车评估，做过汽车销售顾问、服务顾问，有4S店实习经历，沟通能力强
resume_198,船舶工程技术专业，熟悉船体建造、船舶修理、轮机基础，做过船舶制造、维修项目，有造船厂实习经历，动手能力强，适应厂区作业
resume_199,航海技术专业，熟悉船舶驾驶、货运操作、航海仪器，持有海员证、基本安全证书，有航运公司实习经历，责任心强，能适应长期出海
resume_200,轮机工程技术专业，熟悉船舶主机、辅机、维修保养，持有海员证、机工证书，有航运公司、船厂实习经历，动手能力强，责任心强
resume_201,计算机应用技术专业，熟悉Office、PS、基础编程，做过办公自动化、图文处理、简单系统维护，有企事业单位实习经历，综合技能全面
resume_202,物联网应用技术专业，熟悉传感器、单片机、物联网平台，做过智能家居、环境监测物联网项目，有IoT企业实习经历，动手能力强
resume_203,集成电路技术专业，熟悉芯片测试、版图设计、半导体工艺，做过芯片测试、封装项目，有半导体企业实习经历，细心严谨，逻辑思维强
resume_204,光电显示技术专业，熟悉LED、LCD、OLED显示面板，做过显示设备检测、调试项目，有光电企业实习经历，动手能力强，细心严谨
resume_205,新能源材料应用技术专业，熟悉锂电池、光伏材料、储能技术，做过电池检测、光伏系统安装，有新能源企业实习经历，动手能力强
resume_206,有色金属智能冶金技术专业，熟悉金属冶炼、电解、精炼工艺，做过冶金生产、质量检测，有冶金企业实习经历，吃苦耐劳，责任心强
resume_207,钢铁智能冶金技术专业，熟悉炼铁、炼钢、连铸工艺，做过钢铁生产、质量控制，有钢铁企业实习经历，吃苦耐劳，适应高温环境
resume_208,高分子材料智能制造技术专业，熟悉塑料、橡胶、复合材料成型，做过材料配方、制品加工，有材料企业实习经历，动手能力强，细心严谨
resume_209,复合材料智能制造技术专业，熟悉碳纤维、玻璃钢、复合材料成型，做过复合材料制品研发，有新材料企业实习经历，动手能力强
resume_210,建筑材料工程技术专业，熟悉水泥、混凝土、砂浆、建材检测，做过建材生产、质量检测，有建材企业实习经历，细心严谨，动手能力强
resume_211,硅酸盐材料工程技术专业，熟悉陶瓷、玻璃、耐火材料生产，做过建材工艺优化、质量控制，有建材企业实习经历，吃苦耐劳
resume_212,印刷媒体技术专业，熟悉印前、印刷、印后加工、色彩管理，做过印刷操作、品质管控，有印刷企业实习经历，细心严谨，色彩敏感度高
resume_213,数字印刷技术专业，熟悉数码印刷、可变数据印刷、短版印刷，做过数字印刷机操作、排版输出，有印刷企业实习经历，细心严谨
resume_214,纺织材料与应用专业，熟悉纺织面料、纱线、印染、检测，做过面料开发、品质检验，有纺织企业实习经历，细心严谨，动手能力强
resume_215,现代非织造技术专业，熟悉无纺布、熔喷布、卫生材料生产，做过非织造布生产、检测，有非织造企业实习经历，动手能力强
resume_216,皮革加工技术专业，熟悉皮革鞣制、整理、皮具制作，做过皮革加工、皮具设计，有皮革企业实习经历，动手能力强，细心严谨
resume_217,家具设计与制造专业，熟悉家具设计、木工工艺、家具制造，做过家具设计、生产制作，有家具企业实习经历，动手能力强，审美能力好
resume_218,五金模具设计专业，熟悉冲压模具、注塑模具、模具加工，做过模具设计、装配调试，有模具企业实习经历，动手能力强，逻辑思维强
resume_219,数控技术专业，熟悉数控车床、铣床、加工中心编程，做过零件加工、编程调试，有机械加工厂实习经历，动手能力强，细心严谨
resume_220,机械设计与制造专业，熟悉机械图纸、零件设计、加工工艺，做过机械零件设计、加工，有机械制造企业实习经历，动手能力强
resume_221,模具设计与制造专业，熟悉模具结构、加工工艺、装配调试，做过模具设计、加工、试模，有模具企业实习经历，动手能力强
resume_222,智能焊接技术专业，熟悉电弧焊、二保焊、机器人焊接，持有焊工证书，有机械、钢结构企业实习经历，动手能力强，吃苦耐劳
resume_223,电机与电器技术专业，熟悉电机设计、制造、检修、控制，做过电机装配、测试，有电机企业实习经历，动手能力强，电路知识扎实
resume_224,电力系统自动化技术专业，熟悉变电站、配电、继电保护、调度，做过电力设备安装调试，有电力公司实习经历，责任心强，安全意识高
resume_225,供用电技术专业，熟悉配电线路、用电检查、装表接电，做过电力运维、客户服务，有供电公司实习经历，责任心强，适应户外作业
resume_226,电力客户服务与管理专业，熟悉电费核算、用电咨询、客户服务，有供电公司客服中心实习经历，服务意识强，沟通能力好
resume_227,热能动力工程技术专业，熟悉锅炉、汽轮机、发电运行、检修，做过电厂运行、设备维护，有发电厂实习经历，责任心强，适应倒班
resume_228,光伏发电技术与应用专业，熟悉光伏组件、逆变器、电站建设，做过光伏电站安装、调试、运维，有新能源企业实习经历，动手能力强
resume_229,风力发电工程技术专业，熟悉风机安装、调试、运维、故障诊断，做过风电场运维、设备检修，有新能源企业实习经历，适应高空作业
resume_230,生物质能应用技术专业，熟悉生物质发电、沼气工程、燃料制备，做过生物质项目建设、运维，有新能源企业实习经历，动手能力强
resume_231,氢能技术应用专业，熟悉制氢、储氢、燃料电池、加氢站，做过氢能设备安装、调试，有氢能企业实习经历，安全意识强，动手能力强
resume_232,储能材料技术专业，熟悉电池材料、储能系统、检测调试，做过储能电池、系统集成项目，有新能源企业实习经历，细心严谨
resume_233,水净化与安全技术专业，熟悉水处理、水质检测、净水工艺，做过净水厂运营、水质监测，有环保、水务公司实习经历，细心严谨
resume_234,大气污染治理技术专业，熟悉废气治理、除尘、脱硫脱硝，做过废气处理工程、设备运维，有环保企业实习经历，动手能力强
resume_235,固体废物污染治理技术专业，熟悉垃圾处理、危废处置、资源回收，做过固废处理工程、运营管理，有环保企业实习经历，责任心强
resume_236,资源综合利用技术专业，熟悉再生资源回收、废料利用、资源化，做过资源回收项目、工艺优化，有环保、再生资源企业实习经历
resume_237,生态环境大数据技术专业，熟悉环境数据采集、分析、可视化，做过环境监测平台、数据治理，有环保科技公司实习经历，数据能力强
resume_238,安全智能监测技术专业，熟悉安防监控、隐患预警、应急联动，做过安防系统安装、调试，有安防科技公司实习经历，动手能力强
resume_239,应急救援技术专业，熟悉应急指挥、抢险救援、急救技能，持有急救证书，有应急管理部门、救援队实习经历，身体素质好，责任心强
resume_240,智慧健康养老技术专业，熟悉智能养老设备、健康监测、远程照护，做过养老设备调试、健康管理，有养老科技公司实习经历，服务意识强
resume_241,虚拟现实技术应用专业，熟悉VR/AR设备、Unity开发、虚拟仿真，做过VR展厅、虚拟实训项目，有科技公司实习经历，创意能力强
resume_242,游戏艺术设计专业，熟悉游戏原画、UI、场景、角色设计，做过游戏美术、界面设计，有游戏公司实习经历，绘画功底好，创意能力强
resume_243,电子竞技运动与管理专业，熟悉电竞运营、赛事策划、解说主持，做过电竞赛事执行、俱乐部运营，有电竞公司实习经历，热爱电竞，沟通能力强
resume_244,电子竞技运动专业，熟悉电竞训练、战术分析、赛事对抗，参加过电竞比赛，有电竞俱乐部实习经历，反应快，团队协作能力强
resume_245,体育艺术表演专业，熟悉体育舞蹈、啦啦操、形体表演，参加过体育艺术演出，有体育表演团队实习经历，表现力强，形象气质佳
resume_246,健身指导与管理专业，持有健身教练国职证书，熟悉体能训练、营养配餐、私教指导，有健身俱乐部实习经历，身体素质好，服务意识强
resume_247,高尔夫球运动与管理专业，熟悉高尔夫球技、球场运营、球童服务，有高尔夫球场实习经历，礼仪规范，服务意识强，英语基础好
resume_248,冰雪运动与管理专业，熟悉滑雪、滑冰、冰雪场馆运营，做过滑雪教练、冰雪活动策划，有冰雪场馆实习经历，身体素质好，热爱冰雪运动
resume_249,民族传统体育专业，熟悉武术、舞龙舞狮、传统体育养生，持有武术段位证书，有武术馆、培训机构实习经历，身体素质好，传承意识强
resume_250,体育运营与管理专业，熟悉体育赛事、场馆运营、体育营销，做过赛事执行、场馆管理，有体育公司实习经历，管理能力强，执行力好
resume_251,文化创意与策划专业，熟悉文创产品、活动策划、品牌推广，做过文创项目策划、运营，有文创公司实习经历，创意能力强，文案功底好
resume_252,文化产业经营与管理专业，熟悉文化项目、版权运营、演艺经纪，做过文化项目运营、艺人经纪，有文化公司实习经历，管理能力强
resume_253,文物修复与保护专业，熟悉书画、陶瓷、青铜器修复，做过文物修复、保护处理，有博物馆、文保机构实习经历，细心严谨，动手能力强
resume_254,影视多媒体技术专业，熟悉摄影、摄像、剪辑、特效包装，做过影视拍摄、后期制作，有传媒公司实习经历，创意能力强，技术全面
resume_255,广播影视节目制作专业，熟悉节目策划、拍摄、剪辑、包装，做过电视节目、短视频制作，有电视台、传媒公司实习经历，创意能力强
resume_256,融媒体技术与运营专业，熟悉新媒体、短视频、直播、内容分发，做过融媒体中心内容运营，有媒体机构实习经历，网感好，执行力强
resume_257,网络直播与运营专业，熟悉直播策划、场控、投流、数据分析，做过电商直播、娱乐直播运营，有MCN机构实习经历，网感好，沟通能力强
resume_258,音乐制作专业，熟悉编曲、录音、混音、母带处理，做过歌曲制作、配乐，有音乐工作室实习经历，乐感好，熟练使用Studio One
resume_259,录音技术与艺术专业，熟悉录音棚操作、拾音、混音、音效制作，做过录音、配音、音效设计，有录音棚实习经历，听觉敏锐，技术扎实
resume_260,舞台艺术设计与制作专业，熟悉舞台灯光、音响、舞美、道具，做过舞台设计、设备调试，有剧院、演出公司实习经历，动手能力强，创意好
resume_261,时尚表演与传播专业，熟悉模特走秀、平面拍摄、时尚推广，参加过时装周、平面拍摄，有模特经纪公司实习经历，形象气质佳，表现力强
resume_262,皮具艺术设计专业，熟悉皮具设计、制版、手工制作，做过皮包、皮带、皮具配饰，有皮具工作室实习经历，动手能力强，创意好
resume_263,首饰设计与工艺专业，熟悉珠宝设计、起版、镶嵌、制作，做过首饰设计、加工，有珠宝工作室实习经历，动手能力强，审美能力好
resume_264,水晶石工艺品设计专业，熟悉水晶雕刻、打磨、抛光、设计，做过水晶工艺品设计、制作，有工艺品公司实习经历，动手能力强，细心严谨
resume_265,陶瓷设计与工艺专业，熟悉陶瓷拉坯、利坯、施釉、烧制，做过陶瓷器皿、艺术陶瓷，有陶瓷工作室实习经历，动手能力强，艺术素养高
resume_266,宝玉石鉴定与加工专业，熟悉宝玉石鉴定、分级、加工、镶嵌，持有宝玉石鉴定师证书，有珠宝公司、鉴定机构实习经历，细心严谨
resume_267,民族服装与饰品专业，熟悉民族服饰、刺绣、饰品制作，做过民族服装、文创饰品，有非遗工坊实习经历，动手能力强，文化素养高
resume_268,动漫设计专业，熟悉动漫角色、场景、分镜、动画制作，做过动漫短片、表情包，有动漫公司实习经历，绘画功底好，创意能力强
resume_269,游戏设计专业，熟悉游戏关卡、数值、系统、原型设计，做过游戏策划、Demo制作，有游戏公司实习经历，逻辑思维强，创意好
resume_270,影视动画专业，熟悉影视动画、特效、后期合成，做过动画短片、影视特效，有动画公司实习经历，绘画功底好，技术全面
resume_271,环境艺术设计专业，熟悉室内、景观、展示、软装设计，做过家装、公装、展厅设计，有设计公司实习经历，审美能力强，空间感好
resume_272,室内艺术设计专业，精通CAD、3DMAX、SU、酷家乐，做过家装、别墅、软装搭配，有设计公司实习经历，审美能力强，沟通能力好
resume_273,展示艺术设计专业，熟悉展厅、展台、橱窗、美陈设计，做过展会设计、商场美陈，有设计公司、会展公司实习经历，创意能力强
resume_274,公共艺术设计专业，熟悉城市雕塑、壁画、公共空间装置，做过公共艺术项目、装置设计，有艺术设计公司实习经历，创意能力强
resume_275,家居设计专业，熟悉家居产品、软装、全屋定制设计，做过家具、家居软装设计，有家居设计公司实习经历，审美能力强，实用主义强
resume_276,广告设计专业，精通PS、AI、CDR，做过海报、LOGO、画册、VI设计，有广告公司实习经历，创意能力强，排版与视觉效果好
resume_277,包装策划与设计专业，熟悉包装结构、平面设计、包装工艺，做过食品、礼品包装设计，有包装设计公司实习经历，创意能力强，实用性好
resume_278,多媒体设计专业，熟悉网页设计、H5、交互媒体、短视频，做过多媒体展示、互动页面，有互联网公司实习经历，审美能力强，技术全面
resume_279,UI设计专业，精通Figma、Sketch、PS，做过APP界面、网页、图标设计，有互联网公司实习经历，审美能力强，用户体验意识好
resume_280,交互设计专业，熟悉用户体验、原型设计、交互逻辑，做过APP、网站交互设计，有互联网、设计公司实习经历，逻辑思维强，用户意识好
resume_281,游戏UI设计专业，熟悉游戏界面、图标、皮肤、视觉风格，做过游戏UI、图标设计，有游戏公司实习经历，审美能力强，风格把控好
resume_282,数字媒体设计专业，熟悉平面、动效、视频、交互设计，做过新媒体视觉、短视频包装，有传媒、设计公司实习经历，技术全面
resume_283,工业互联网技术专业，熟悉工业网络、数据采集、SCADA、MES，做过工业互联网平台、设备联网，有工业科技公司实习经历，技术扎实
resume_284,卫星通信技术专业，熟悉卫星通信、天线、调制解调、地面站，做过卫星通信设备安装调试，有通信企业实习经历，动手能力强
resume_285,移动通信技术专业，熟悉5G基站、核心网、网优、测试，做过移动通信工程、优化，有通信运营商、设备商实习经历，动手能力强
resume_286,现代通信技术专业，熟悉光通信、数据通信、通信工程，做过通信设备安装、调试、维护，有通信企业实习经历，动手能力强，技术全面
resume_287,通信工程设计与监理专业，熟悉通信工程设计、监理、验收、结算，做过通信工程设计、现场监理，有通信设计院、监理公司实习经历
resume_288,网络工程专业，熟悉网络设备、路由交换、无线网络、安全，做过网络搭建、调试、维护，有系统集成公司实习经历，动手能力强，网络知识扎实
resume_289,物联网工程技术专业，熟悉物联网网关、传感器、云平台、APP，做过物联网系统集成、调试，有IoT企业实习经历，动手能力强
resume_290,人工智能工程技术专业，熟悉机器学习、深度学习、模型部署，做过智能识别、预测分析项目，有AI企业实习经历，算法基础好，动手能力强
resume_291,大数据工程技术专业，熟悉数据采集、清洗、存储、分析、可视化，做过大数据平台、数仓建设，有大数据公司实习经历，技术全面
resume_292,云计算工程技术专业，熟悉云平台、容器、微服务、自动化运维，做过云资源管理、部署，有云计算公司实习经历，运维能力强
resume_293,区块链技术应用专业，熟悉区块链、智能合约、DApp开发，做过联盟链、去中心化应用，有区块链公司实习经历，逻辑思维强，技术扎实
resume_294,信息安全工程技术专业，熟悉渗透测试、等保、安全加固、应急响应，做过安全服务、风险评估，有安全公司实习经历，安全意识强
resume_295,网络安防系统安装与维护专业，熟悉监控、门禁、报警、综合布线，做过安防系统安装、调试、维护，有安防公司实习经历，动手能力强
resume_296,计算机网络技术专业，熟悉局域网、广域网、服务器、网络安全，做过网络搭建、运维、故障排除，有IT公司实习经历，动手能力强，网络知识扎实
resume_297,软件技术专业（Java方向），掌握Java、SpringBoot、MySQL、Redis，做过后台管理系统、接口开发，有软件公司实习经历，逻辑思维强，编码规范
resume_298,软件技术专业（Python方向），掌握Python、Django、FastAPI、爬虫，做过后台、数据分析、自动化工具，有软件公司实习经历，编码能力强
resume_299,软件技术专业（前端方向），掌握HTML、CSS、JS、Vue、React，做过网站、小程序、H5，有互联网公司实习经历，前端技术扎实，审美好
resume_300,软件技术专业（测试方向），掌握功能测试、自动化测试、接口测试，做过测试用例、缺陷管理、自动化脚本，有软件公司测试实习经历
resume_301,嵌入式技术应用专业，熟悉STM32、Linux、驱动开发、物联网，做过嵌入式设备、控制板开发，有电子、IoT企业实习经历，动手能力强
resume_302,集成电路设计与集成系统专业，熟悉数字电路、模拟电路、版图设计、仿真，做过芯片设计、验证，有半导体企业实习经历，逻辑思维强
resume_303,电子信息工程技术专业，熟悉单片机、FPGA、信号处理、电子制作，做过电子DIY、控制板开发，有电子企业实习经历，动手能力强，电路知识扎实
resume_304,应用电子技术专业，熟悉电子电路、仪器仪表、设备维修、调试，做过电子产品装配、测试、维修，有电子企业实习经历，动手能力强
resume_305,智能产品开发与应用专业，熟悉智能硬件、APP、云平台、联动控制，做过智能产品、方案开发，有智能硬件公司实习经历，技术全面
resume_306,新能源装备技术专业，熟悉新能源设备、安装、调试、运维，做过新能源装备安装、检修，有新能源企业实习经历，动手能力强，责任心强
resume_307,机电设备技术专业，熟悉机电设备、安装、调试、维护、故障诊断，做过设备管理、维修，有制造企业实习经历，动手能力强，综合技能好
resume_308,电机电器智能化专业，熟悉智能电机、驱动、控制、物联网，做过智能电机系统、调试，有电机企业实习经历，动手能力强，控制知识扎实
resume_309,智能控制技术专业，熟悉PLC、单片机、运动控制、视觉系统，做过自动化控制、智能产线，有自动化企业实习经历，动手能力强
resume_310,工业过程自动化技术专业，熟悉DCS、PLC、仪表、过程控制，做过化工、冶金自动化系统，有自动化企业实习经历，动手能力强
resume_311,液压与气动技术专业，熟悉液压系统、气动回路、阀岛、调试，做过液压气动设备、系统设计，有液压气动企业实习经历，动手能力强
resume_312,电梯工程技术专业，熟悉电梯安装、调试、维保、安全检测，持有电梯维保证书，有电梯公司实习经历，动手能力强，安全意识高
resume_313,制冷与空调技术专业，熟悉空调、冷库、制冷系统、维修保养，做过制冷设备安装、维修，有暖通、制冷企业实习经历，动手能力强
resume_314,建筑智能化工程技术专业，熟悉楼宇自控、安防、消防、综合布线，做过智能楼宇系统、调试，有建筑智能化公司实习经历
resume_315,市政管网智能检测与维护专业，熟悉管网探测、检测、修复、信息化，做过管网检测、维护项目，有市政、水务公司实习经历
resume_316,环境管理与评价专业，熟悉环境评价、排污许可、环境管理，做过环评报告、排污申报，有环保公司、企业EHS部门实习经历
resume_317,节能低碳技术专业，熟悉节能诊断、改造、碳核算、碳管理，做过节能项目、碳足迹计算，有节能、低碳公司实习经历
resume_318,资源勘查专业，熟悉矿产勘查、地质填图、样品分析、储量估算，做过地质勘查、资源评估，有地质队、矿业企业实习经历
resume_319,煤矿智能开采技术专业，熟悉采煤、掘进、通风、安全监测，做过煤矿生产、智能化开采，有煤矿企业实习经历，吃苦耐劳，安全意识高
resume_320,矿山机电与智能装备专业，熟悉矿山设备、机电、自动化、智能监控，做过矿山机电设备安装、调试，有矿业企业实习经历
resume_321,油气储运技术专业，熟悉油气集输、管道、储库、计量，做过油气储运、管道运维，有石油企业实习经历，责任心强，安全意识高
resume_322,海洋化工技术专业，熟悉海水淡化、海洋化工、盐化工工艺，做过海洋化工生产、实验，有海洋化工企业实习经历，动手能力强
resume_323,水产养殖技术专业，熟悉鱼虾养殖、水质调控、病害防治、饲料管理，做过水产养殖基地技术服务，有水产企业实习经历，吃苦耐劳
resume_324,园艺技术专业，熟悉花卉、果树、蔬菜栽培、病虫害防治，做过园艺种植、基地管理，有农业、园艺公司实习经历，动手能力强
resume_325,茶叶生产与加工技术专业，熟悉茶叶种植、采摘、加工、审评，做过茶叶生产、品质鉴定，有茶企、茶园实习经历，细心严谨，味觉嗅觉灵敏
resume_326,中草药栽培与加工技术专业，熟悉中草药种植、采收、加工、鉴定，做过中草药基地、药企实习经历，细心严谨，植物识别能力强
resume_327,烟草栽培与加工技术专业，熟悉烟草种植、采收、烘烤、分级，做过烟草基地、烟厂实习经历，吃苦耐劳，细心严谨
resume_328,绿色食品生产技术专业，熟悉绿色种植、养殖、加工、检测，做过绿色食品生产、认证，有食品企业实习经历，细心严谨
resume_329,农产品加工与质量检测专业，熟悉农产品加工、检测、质量控制，做过农产品加工、检测，有食品、农业企业实习经历，细心严谨
resume_330,农产品流通与管理专业，熟悉农产品收购、仓储、物流、销售，做过农产品贸易、供应链，有农业企业实习经历，沟通能力强
resume_331,农村电子商务专业，熟悉农产品电商、直播带货、供应链，做过农产品店铺、直播运营，有农村电商公司实习经历
resume_332,休闲农业经营专业，熟悉休闲农庄、采摘、观光、农事体验，做过休闲农业项目策划、运营，有农业旅游公司实习经历
resume_333,社区康复专业，熟悉康复理疗、按摩、社区健康服务，持有康复治疗师证书，有社区卫生服务中心实习经历，耐心细心
resume_334,心理咨询专业，持有心理咨询师证书，熟悉心理测评、咨询、团体辅导，有心理咨询中心实习经历，共情能力强，沟通好
resume_335,人力资源服务专业，熟悉招聘、派遣、外包、灵活用工，做过招聘、猎头、员工服务，有人力资源公司实习经历，沟通能力强
resume_336,劳动与社会保障专业，熟悉社保、公积金、劳资纠纷、政策咨询，做过社保窗口、企业HR事务，有人力资源、社保机构实习经历
resume_337,知识产权管理专业，熟悉专利、商标、版权、贯标服务，做过知识产权申请、管理，有知识产权公司实习经历，细心严谨
resume_338,科技成果转化服务专业，熟悉技术交易、成果评估、孵化、转化，做过科技服务、项目对接，有科技园区、服务机构实习经历
resume_339,标准化技术专业，熟悉标准编写、实施、评价、体系认证，做过标准编制、体系辅导，有标准化机构实习经历，细心严谨
resume_340,质量管理与认证专业，熟悉ISO体系、质量管控、认证咨询，做过体系辅导、质量审核，有认证、咨询公司实习经历
resume_341,检验检测技术专业，熟悉各类产品检测、校准、计量，持有检验员证书，有第三方检测机构实习经历，细心严谨，动手能力强
resume_342,计量测试与应用技术专业，熟悉计量器具、校准、测试、检定，持有计量员证书，有计量院所、检测机构实习经历，细心严谨
resume_343,认证服务与管理专业，熟悉产品认证、体系认证、咨询服务，做过认证咨询、审核辅助，有认证机构实习经历，细心严谨
risume_344,健康管理专业，熟悉健康档案、体检管理、慢病干预、健康科普，有健康管理公司、体检中心实习经历，服务意识强
resume_345,婴幼儿托育服务与管理专业，熟悉婴幼儿照护、早期教育、行为引导，有托育机构、幼儿园实习经历，爱心耐心强，细心负责
resume_346,现代家政服务与管理专业，熟悉家政服务、母婴护理、养老护理、管家服务，有家政公司、高端家庭实习经历，服务意识强，责任心强
resume_347,智慧社区管理专业，熟悉社区运营、智慧物业、便民服务，做过社区管理、物业运营，有物业公司、社区实习经历
resume_348,物业管理专业，熟悉物业客服、安保、保洁、设施管理，做过物业管家、项目助理，有物业公司实习经历，服务意识强，沟通好
resume_349,现代物业管理专业，熟悉智慧物业、收费、客服、工程运维，做过物业项目管理、客户服务，有品牌物业公司实习经历
resume_350,城市管理与监察专业，熟悉城市管理、行政执法、市容维护，有城管、街道办实习经历，纪律性强，责任心强，沟通能力好
resume_351,民政行政与管理专业，熟悉民政业务、社会救助、福利服务，有民政局、基层政务实习经历，服务意识强，政策理解能力好
resume_352,党务工作专业，熟悉党建、党务、公文、组织活动，有机关、国企党务部门实习经历，文字功底好，政治素养高
resume_353,公益慈善事业管理专业，熟悉公益项目、筹款、志愿者管理、传播，有基金会、公益组织实习经历，社会责任感强
resume_354,推荐系统方向，熟练使用Python、PyTorch，掌握协同过滤、矩阵分解、双塔模型，做过电商推荐系统、新闻Feed流推荐项目，熟悉召回精排全链路，了解Faiss向量检索，有推荐算法实习经历，参加过数据挖掘竞赛，能独立完成模型训练部署
resume_355,NLP算法方向，掌握Transformer、BERT、大语言模型微调，做过文本分类、信息抽取、问答系统项目，熟悉HuggingFace生态，有NLP算法实习经历，了解RAG检索增强，参加过NLP竞赛，能独立完成模型从训练到上线
resume_356,计算机视觉方向，精通PyTorch、OpenCV，掌握目标检测YOLO系列、图像分割，做过工业缺陷检测、人脸识别项目，参加过CV竞赛获奖，有视觉算法实习经历，了解模型量化部署，能独立完成算法优化
